2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,Item,S.No.,State
9400805.0,11186428.0,12895568.0,14819416.0,17326726.0,20386004.0,"Agriculture, forestry and fishing",1,Andhra_Pradesh
5204052.0,6123041.0,7114707.0,7893514.0,8644285.0,9717089.0,Crops,1.1,Andhra_Pradesh
2758776.0,3358438.0,3643026.0,4309078.0,5155487.0,5979648.0,Livestock,1.2,Andhra_Pradesh
250314.0,253029.0,280493.0,346160.0,340550.0,335487.0,Forestry and logging,1.3,Andhra_Pradesh
1187663.0,1451920.0,1857342.0,2270664.0,3186404.0,4353780.0,Fishing and aquaculture,1.4,Andhra_Pradesh
1416194.0,1459027.0,1419200.0,1484300.0,1633100.0,1757565.0,Mining and quarrying,2,Andhra_Pradesh
10816999.0,12645455.0,14314768.0,16303716.0,18959826.0,22143569.0,Primary,Total,Andhra_Pradesh
5070622.0,4237657.0,4242337.0,4672266.0,5078685.0,5740816.0,Manufacturing,3,Andhra_Pradesh
1076517.0,713029.0,1014130.0,1151729.0,1251910.0,1298947.0,"Electricity, gas, water supply & other utility services",4,Andhra_Pradesh
3702645.0,3759004.0,4065131.0,4664889.0,4986189.0,5467732.0,Construction,5,Andhra_Pradesh
9849784.0,8709690.0,9321598.0,10488884.0,11316784.0,12507496.0,Secondary,Total,Andhra_Pradesh
2673600.0,3179200.0,3784900.0,4233400.0,4577700.0,5174600.0,"Trade, repair, hotels and restaurants",6,Andhra_Pradesh
2322700.0,2775600.0,3290800.0,3716000.0,3964000.0,4382200.0,Trade & repair services,6.1,Andhra_Pradesh
350900.0,403600.0,494100.0,517400.0,613700.0,792400.0,Hotels & restaurants,6.2,Andhra_Pradesh
3251379.0,3778632.0,4365811.0,5076984.0,5806226.0,6766317.0,"Transport, storage, communication & services related to broadcasting",7,Andhra_Pradesh
264279.0,303702.0,334468.0,424228.0,436596.0,445372.0,Railways,7.1,Andhra_Pradesh
1824800.0,2200400.0,2516200.0,2816000.0,3217400.0,3798300.0,Road transport,7.2,Andhra_Pradesh
95100.0,90400.0,60600.0,94200.0,110500.0,123600.0,Water transport,7.3,Andhra_Pradesh
4500.0,10600.0,5100.0,14900.0,25000.0,28000.0,Air transport,7.4,Andhra_Pradesh
501800.0,535500.0,634700.0,780200.0,904200.0,1020800.0,Services incidental to transport,7.5,Andhra_Pradesh
20700.0,16600.0,18700.0,18700.0,19000.0,20600.0,Storage,7.6,Andhra_Pradesh
540200.0,621430.0,796043.0,928756.0,1093530.0,1329645.0,Communication & services related to broadcasting,7.7,Andhra_Pradesh
1425608.0,1584297.0,1710463.0,1900863.0,2125508.0,2415390.0,Financial services,8,Andhra_Pradesh
2833805.0,3434098.0,3897345.0,4405409.0,5092310.0,5942431.0,"Real estate, ownership of dwelling & professional services",9,Andhra_Pradesh
1393752.0,1552379.0,1738971.0,2200897.0,2594904.0,3039676.0,Public administration,10,Andhra_Pradesh
2730376.0,3063920.0,3538298.0,4215389.0,5248604.0,6180240.0,Other services,11,Andhra_Pradesh
14308520.0,16592526.0,19035788.0,22032942.0,25445252.0,29518654.0,Tertiary,Total,Andhra_Pradesh
34975303.0,37947671.0,42672154.0,48825542.0,55721862.0,64169719.0,TOTAL GSVA at basic prices,12,Andhra_Pradesh
4243900.0,4656500.0,5263500.0,5512100.0,6719300.0,7236500.0,Taxes on Products,13,Andhra_Pradesh
1279000.0,1463800.0,1508500.0,1690800.0,1447800.0,1475500.0,Subsidies on products,14,Andhra_Pradesh
37940203.0,41140371.0,46427154.0,52646842.0,60993362.0,69930719.0,Gross State Domestic Product,15,Andhra_Pradesh
492750.0,495660.0,498570.0,501510.0,504460.0,507430.0,Population ('00),16,Andhra_Pradesh
76997.0,83001.0,93121.0,104977.0,120908.0,137814.0,Per Capita GSDP (Rs.),17,Andhra_Pradesh
455505.0,545406.0,603944.0,686117.0,744726.0,,"Agriculture, forestry and fishing",1,Arunachal_Pradesh
255815.0,331962.0,360344.0,415520.0,431318.0,,Crops,1.1,Arunachal_Pradesh
29657.0,24249.0,34027.0,38387.0,44386.0,,Livestock,1.2,Arunachal_Pradesh
165510.0,183780.0,204038.0,224017.0,258676.0,,Forestry and logging,1.3,Arunachal_Pradesh
4523.0,5415.0,5535.0,8193.0,10346.0,,Fishing and aquaculture,1.4,Arunachal_Pradesh
23022.0,35024.0,43616.0,30842.0,38068.0,,Mining and quarrying,2,Arunachal_Pradesh
478527.0,580430.0,647560.0,716959.0,782794.0,,Primary,Total,Arunachal_Pradesh
12900.0,14827.0,19714.0,26120.0,37743.0,,Manufacturing,3,Arunachal_Pradesh
69131.0,78766.0,89594.0,113527.0,139187.0,,"Electricity, gas, water supply & other utility services",4,Arunachal_Pradesh
104529.0,107821.0,124594.0,147842.0,161705.0,,Construction,5,Arunachal_Pradesh
186560.0,201414.0,233902.0,287489.0,338635.0,,Secondary,Total,Arunachal_Pradesh
59892.0,50878.0,70494.0,60421.0,65846.0,,"Trade, repair, hotels and restaurants",6,Arunachal_Pradesh
56921.0,47880.0,67273.0,56796.0,62044.0,,Trade & repair services,6.1,Arunachal_Pradesh
2971.0,2998.0,3221.0,3625.0,3802.0,,Hotels & restaurants,6.2,Arunachal_Pradesh
23420.0,27306.0,33414.0,35203.0,42833.0,,"Transport, storage, communication & services related to broadcasting",7,Arunachal_Pradesh
30.0,34.0,47.0,59.0,65.0,,Railways,7.1,Arunachal_Pradesh
12382.0,13618.0,16059.0,15467.0,20413.0,,Road transport,7.2,Arunachal_Pradesh
0.0,0.0,0.0,0.0,0.0,,Water transport,7.3,Arunachal_Pradesh
0.0,0.0,0.0,0.0,0.0,,Air transport,7.4,Arunachal_Pradesh
78.0,89.0,100.0,109.0,121.0,,Services incidental to transport,7.5,Arunachal_Pradesh
0.0,0.0,0.0,0.0,0.0,,Storage,7.6,Arunachal_Pradesh
10930.0,13565.0,17208.0,19568.0,22234.0,,Communication & services related to broadcasting,7.7,Arunachal_Pradesh
20884.0,21562.0,23571.0,25207.0,27548.0,,Financial services,8,Arunachal_Pradesh
38261.0,41869.0,44949.0,48418.0,50432.0,,"Real estate, ownership of dwelling & professional services",9,Arunachal_Pradesh
135418.0,149466.0,183105.0,243867.0,265622.0,,Public administration,10,Arunachal_Pradesh
142509.0,167431.0,189928.0,218728.0,257504.0,,Other services,11,Arunachal_Pradesh
420384.0,458512.0,545461.0,631844.0,709785.0,,Tertiary,Total,Arunachal_Pradesh
1085471.0,1240356.0,1426923.0,1636292.0,1831214.0,,TOTAL GSVA at basic prices,12,Arunachal_Pradesh
41341.0,43899.0,62683.0,70099.0,78392.0,,Taxes on Products,13,Arunachal_Pradesh
20542.0,29591.0,29405.0,30272.0,31165.0,,Subsidies on products,14,Arunachal_Pradesh
1106270.0,1254664.0,1460201.0,1676119.0,1878441.0,,Gross State Domestic Product,15,Arunachal_Pradesh
14000.0,14280.0,14570.0,14870.0,15160.0,,Population ('00),16,Arunachal_Pradesh
79019.0,87862.0,100220.0,112718.0,123908.0,,Per Capita GSDP (Rs.),17,Arunachal_Pradesh
2848113.0,3391548.0,3692959.0,3855548.0,4343564.0,,"Agriculture, forestry and fishing",1,Assam
2061487.0,2496905.0,2720261.0,2890544.0,3310990.0,,Crops,1.1,Assam
159289.0,179160.0,155267.0,173478.0,175526.0,,Livestock,1.2,Assam
231388.0,246368.0,311458.0,261987.0,278521.0,,Forestry and logging,1.3,Assam
395949.0,469115.0,505973.0,529539.0,578527.0,,Fishing and aquaculture,1.4,Assam
1464989.0,1448306.0,1423477.0,1471149.0,1493456.0,,Mining and quarrying,2,Assam
4313102.0,4839854.0,5116436.0,5326697.0,5837020.0,,Primary,Total,Assam
1540255.0,1531538.0,1904299.0,2002936.0,2055341.0,,Manufacturing,3,Assam
191883.0,210901.0,257083.0,296587.0,372236.0,,"Electricity, gas, water supply & other utility services",4,Assam
1188747.0,1270304.0,1537481.0,1733568.0,2093594.0,,Construction,5,Assam
2920885.0,3012743.0,3698863.0,4033091.0,4521171.0,,Secondary,Total,Assam
2045676.0,2284041.0,2573962.0,2987155.0,3480621.0,,"Trade, repair, hotels and restaurants",6,Assam
1961211.0,2191727.0,2473790.0,2876251.0,3353852.0,,Trade & repair services,6.1,Assam
84465.0,92314.0,100172.0,110904.0,126769.0,,Hotels & restaurants,6.2,Assam
810091.0,929196.0,1086729.0,1194568.0,1392834.0,,"Transport, storage, communication & services related to broadcasting",7,Assam
158334.0,186316.0,215234.0,252509.0,294682.0,,Railways,7.1,Assam
356262.0,422930.0,474743.0,507668.0,579295.0,,Road transport,7.2,Assam
43626.0,47129.0,25033.0,4502.0,5023.0,,Water transport,7.3,Assam
0.0,255.0,9711.0,26223.0,29260.0,,Air transport,7.4,Assam
36400.0,39855.0,36798.0,35739.0,37732.0,,Services incidental to transport,7.5,Assam
6594.0,7277.0,8377.0,10308.0,12070.0,,Storage,7.6,Assam
208875.0,225434.0,316833.0,357619.0,434772.0,,Communication & services related to broadcasting,7.7,Assam
427077.0,457213.0,515905.0,543651.0,591575.0,,Financial services,8,Assam
1112543.0,1225917.0,1316472.0,1412466.0,1534435.0,,"Real estate, ownership of dwelling & professional services",9,Assam
821723.0,929477.0,982734.0,1373611.0,1556575.0,,Public administration,10,Assam
1077923.0,1182533.0,1493924.0,1795658.0,2209442.0,,Other services,11,Assam
6295033.0,7008377.0,7969726.0,9307109.0,10765482.0,,Tertiary,Total,Assam
13529020.0,14860974.0,16785025.0,18666897.0,21123673.0,,TOTAL GSVA at basic prices,12,Assam
1203476.0,1346785.0,1519305.0,1725309.0,1945496.0,,Taxes on Products,13,Assam
415005.0,521335.0,529808.0,582406.0,645770.0,,Subsidies on products,14,Assam
14317491.0,15686424.0,17774522.0,19809800.0,22423399.0,,Gross State Domestic Product,15,Assam
314410.0,318480.0,322600.0,326780.0,331010.0,,Population ('00),16,Assam
45538.0,49254.0,55098.0,60621.0,67742.0,,Per Capita GSDP (Rs.),17,Assam
6206655.0,7669989.0,7371939.0,7951890.0,8095024.0,,"Agriculture, forestry and fishing",1,Bihar
4260778.0,5336544.0,4522339.0,4688237.0,4577220.0,,Crops,1.1,Bihar
1202821.0,1481102.0,1831596.0,2060296.0,2247038.0,,Livestock,1.2,Bihar
418682.0,457077.0,500976.0,550132.0,591042.0,,Forestry and logging,1.3,Bihar
324374.0,395266.0,517028.0,653224.0,679725.0,,Fishing and aquaculture,1.4,Bihar
19858.0,23429.0,150804.0,68107.0,68549.0,,Mining and quarrying,2,Bihar
6226513.0,7693418.0,7522743.0,8019997.0,8163574.0,,Primary,Total,Bihar
1466570.0,1035092.0,2120942.0,2189965.0,2892956.0,,Manufacturing,3,Bihar
365887.0,442206.0,385931.0,345168.0,363130.0,,"Electricity, gas, water supply & other utility services",4,Bihar
2701685.0,2781005.0,3184760.0,3449763.0,3667664.0,,Construction,5,Bihar
4534142.0,4258302.0,5691633.0,5984896.0,6923750.0,,Secondary,Total,Bihar
4390442.0,5175534.0,5205102.0,7448373.0,8789191.0,,"Trade, repair, hotels and restaurants",6,Bihar
4110861.0,4867227.0,4873547.0,7081391.0,8383018.0,,Trade & repair services,6.1,Bihar
279581.0,308307.0,331555.0,366982.0,406173.0,,Hotels & restaurants,6.2,Bihar
1754480.0,2161629.0,2684993.0,3147173.0,3658194.0,,"Transport, storage, communication & services related to broadcasting",7,Bihar
275142.0,334829.0,395681.0,462413.0,540400.0,,Railways,7.1,Bihar
840472.0,1069740.0,1347912.0,1572288.0,1833696.0,,Road transport,7.2,Bihar
4895.0,2559.0,1728.0,2228.0,2228.0,,Water transport,7.3,Bihar
3079.0,5848.0,4557.0,13599.0,13599.0,,Air transport,7.4,Bihar
89270.0,112022.0,142482.0,166600.0,194712.0,,Services incidental to transport,7.5,Bihar
7400.0,8434.0,8457.0,10618.0,10618.0,,Storage,7.6,Bihar
534222.0,628197.0,784175.0,919427.0,1062941.0,,Communication & services related to broadcasting,7.7,Bihar
883932.0,977417.0,1122273.0,1178022.0,1236540.0,,Financial services,8,Bihar
2802336.0,3121656.0,3460385.0,3740641.0,4081952.0,,"Real estate, ownership of dwelling & professional services",9,Bihar
1358743.0,1477676.0,1576835.0,2078171.0,2129474.0,,Public administration,10,Bihar
2219262.0,2804281.0,3404578.0,4587589.0,4845291.0,,Other services,11,Bihar
13409194.0,15718193.0,17454166.0,22179969.0,24740642.0,,Tertiary,Total,Bihar
24169849.0,27669913.0,30668542.0,36184863.0,39827966.0,,TOTAL GSVA at basic prices,12,Bihar
1716948.0,2118544.0,2623561.0,3213546.0,4067111.0,,Taxes on Products,13,Bihar
1172402.0,1551663.0,1581969.0,2006421.0,2544756.0,,Subsidies on products,14,Bihar
24714396.0,28236794.0,31710134.0,37391988.0,41350321.0,,Gross State Domestic Product,15,Bihar
1050570.0,1067200.0,1084080.0,1101240.0,1118670.0,,Population ('00),16,Bihar
23525.0,26459.0,29251.0,33954.0,36964.0,,Per Capita GSDP (Rs.),17,Bihar
12615.0,13205.0,14579.0,16233.0,17264.0,,"Agriculture, forestry and fishing",1,Chandigarh
1205.0,1381.0,1562.0,1659.0,1757.0,,Crops,1.1,Chandigarh
10884.0,11430.0,12473.0,13992.0,14912.0,,Livestock,1.2,Chandigarh
291.0,336.0,370.0,388.0,392.0,,Forestry and logging,1.3,Chandigarh
235.0,58.0,174.0,194.0,203.0,,Fishing and aquaculture,1.4,Chandigarh
230.0,215.0,182.0,179.0,176.0,,Mining and quarrying,2,Chandigarh
12845.0,13420.0,14761.0,16412.0,17440.0,,Primary,Total,Chandigarh
101724.0,113846.0,134176.0,149631.0,161750.0,,Manufacturing,3,Chandigarh
23897.0,25678.0,28433.0,29741.0,33875.0,,"Electricity, gas, water supply & other utility services",4,Chandigarh
113825.0,114102.0,129295.0,133321.0,135054.0,,Construction,5,Chandigarh
239446.0,253626.0,291904.0,312693.0,330679.0,,Secondary,Total,Chandigarh
614134.0,734772.0,843872.0,965781.0,1059461.0,,"Trade, repair, hotels and restaurants",6,Chandigarh
558189.0,673113.0,776905.0,890921.0,977340.0,,Trade & repair services,6.1,Chandigarh
55945.0,61659.0,66967.0,74860.0,82121.0,,Hotels & restaurants,6.2,Chandigarh
93714.0,108281.0,121459.0,148302.0,159142.0,,"Transport, storage, communication & services related to broadcasting",7,Chandigarh
838.0,974.0,1271.0,1070.0,1083.0,,Railways,7.1,Chandigarh
34945.0,43030.0,45231.0,54468.0,64084.0,,Road transport,7.2,Chandigarh
0.0,0.0,0.0,0.0,0.0,,Water transport,7.3,Chandigarh
2195.0,4585.0,4176.0,12391.0,12551.0,,Air transport,7.4,Chandigarh
20460.0,23608.0,27357.0,33211.0,33641.0,,Services incidental to transport,7.5,Chandigarh
711.0,762.0,873.0,763.0,780.0,,Storage,7.6,Chandigarh
34565.0,35322.0,42551.0,46399.0,47003.0,,Communication & services related to broadcasting,7.7,Chandigarh
285574.0,324887.0,351409.0,373045.0,400650.0,,Financial services,8,Chandigarh
392976.0,443135.0,524923.0,598448.0,642729.0,,"Real estate, ownership of dwelling & professional services",9,Chandigarh
127626.0,154727.0,166034.0,183889.0,203543.0,,Public administration,10,Chandigarh
106809.0,123219.0,143522.0,156543.0,175655.0,,Other services,11,Chandigarh
1620833.0,1889021.0,2151219.0,2426008.0,2641180.0,,Tertiary,Total,Chandigarh
1873124.0,2156067.0,2457884.0,2755113.0,2989299.0,,TOTAL GSVA at basic prices,12,Chandigarh
27002.0,34002.0,45366.0,52622.0,64052.0,,Taxes on Products,13,Chandigarh
23337.0,29209.0,24529.0,23309.0,22907.0,,Subsidies on products,14,Chandigarh
1876789.0,2160860.0,2478721.0,2784426.0,3030444.0,,Gross State Domestic Product,15,Chandigarh
10640.0,10800.0,10960.0,11120.0,11280.0,,Population ('00),16,Chandigarh
176390.0,200080.0,226161.0,250398.0,268656.0,,Per Capita GSDP (Rs.),17,Chandigarh
2685950.0,3180908.0,3589934.0,3948847.0,4341869.0,4852218.0,"Agriculture, forestry and fishing",1,Chhattisgarh
1798258.0,2140927.0,2395705.0,2613371.0,2829924.0,3132527.0,Crops,1.1,Chhattisgarh
226704.0,255035.0,310931.0,352208.0,412501.0,467223.0,Livestock,1.2,Chhattisgarh
426205.0,503309.0,559637.0,597785.0,672022.0,778945.0,Forestry and logging,1.3,Chhattisgarh
234783.0,281637.0,323661.0,385483.0,427422.0,473523.0,Fishing and aquaculture,1.4,Chhattisgarh
1970258.0,1923021.0,2144358.0,2451970.0,2365874.0,2482291.0,Mining and quarrying,2,Chhattisgarh
4656208.0,5103929.0,5734292.0,6400817.0,6707743.0,7334509.0,Primary,Total,Chhattisgarh
2435032.0,2817915.0,3810105.0,4370593.0,4925000.0,5403213.0,Manufacturing,3,Chhattisgarh
709991.0,970686.0,1051772.0,1198438.0,1351026.0,1461841.0,"Electricity, gas, water supply & other utility services",4,Chhattisgarh
1901330.0,1920771.0,2260022.0,2669855.0,3016954.0,3391547.0,Construction,5,Chhattisgarh
5046354.0,5709372.0,7121899.0,8238886.0,9292980.0,10256601.0,Secondary,Total,Chhattisgarh
932617.0,1101271.0,1288982.0,1535571.0,1782734.0,1979656.0,"Trade, repair, hotels and restaurants",6,Chhattisgarh
847597.0,1011450.0,1178419.0,1414164.0,1666029.0,1838297.0,Trade & repair services,6.1,Chhattisgarh
85020.0,89821.0,110563.0,121407.0,116706.0,141359.0,Hotels & restaurants,6.2,Chhattisgarh
583708.0,683320.0,783315.0,871770.0,1003151.0,1165466.0,"Transport, storage, communication & services related to broadcasting",7,Chhattisgarh
121509.0,140418.0,150098.0,159176.0,173471.0,186151.0,Railways,7.1,Chhattisgarh
275736.0,320533.0,357128.0,386628.0,443855.0,516676.0,Road transport,7.2,Chhattisgarh
0.0,0.0,0.0,0.0,0.0,0.0,Water transport,7.3,Chhattisgarh
2217.0,4215.0,3337.0,9507.0,9842.0,11038.0,Air transport,7.4,Chhattisgarh
3756.0,4347.0,4818.0,5232.0,5680.0,6084.0,Services incidental to transport,7.5,Chhattisgarh
10189.0,11689.0,14026.0,16675.0,19415.0,22675.0,Storage,7.6,Chhattisgarh
170301.0,202117.0,253906.0,294552.0,350888.0,422842.0,Communication & services related to broadcasting,7.7,Chhattisgarh
537699.0,609344.0,676094.0,739057.0,813950.0,903006.0,Financial services,8,Chhattisgarh
1755211.0,1919629.0,2227586.0,2462166.0,2749303.0,3034840.0,"Real estate, ownership of dwelling & professional services",9,Chhattisgarh
549383.0,611344.0,781483.0,867982.0,1028511.0,1274761.0,Public administration,10,Chhattisgarh
781803.0,875123.0,914758.0,1112232.0,1320891.0,1616648.0,Other services,11,Chhattisgarh
5140421.0,5800031.0,6672218.0,7588778.0,8698541.0,9974377.0,Tertiary,Total,Chhattisgarh
14842983.0,16613332.0,19528409.0,22228481.0,24699264.0,27565487.0,TOTAL GSVA at basic prices,12,Chhattisgarh
1704500.0,2087500.0,2193874.0,2601791.0,3002113.0,3393144.0,Taxes on Products,13,Chhattisgarh
740100.0,949700.0,1053267.0,1332092.0,1623812.0,1944661.0,Subsidies on products,14,Chhattisgarh
15807383.0,17751132.0,20669016.0,23498180.0,26077565.0,29013970.0,Gross State Domestic Product,15,Chhattisgarh
257850.0,262010.0,266240.0,270530.0,274900.0,279330.0,Population ('00),16,Chhattisgarh
61305.0,67750.0,77633.0,86860.0,94862.0,103870.0,Per Capita GSDP (Rs.),17,Chhattisgarh
204298.0,228626.0,311711.0,308507.0,366186.0,,"Agriculture, forestry and fishing",1,Goa
102417.0,108207.0,126747.0,140421.0,159400.0,,Crops,1.1,Goa
23530.0,26599.0,31237.0,30141.0,43088.0,,Livestock,1.2,Goa
11797.0,12522.0,13051.0,15744.0,19880.0,,Forestry and logging,1.3,Goa
66554.0,81298.0,140676.0,122201.0,143819.0,,Fishing and aquaculture,1.4,Goa
643618.0,208663.0,3977.0,3622.0,3678.0,,Mining and quarrying,2,Goa
847915.0,437289.0,315688.0,312129.0,369865.0,,Primary,Total,Goa
1629346.0,1453493.0,1091757.0,1177608.0,1285215.0,,Manufacturing,3,Goa
95883.0,116876.0,157732.0,204110.0,274414.0,,"Electricity, gas, water supply & other utility services",4,Goa
135801.0,140399.0,161627.0,165819.0,175281.0,,Construction,5,Goa
1861030.0,1710767.0,1411116.0,1547536.0,1734910.0,,Secondary,Total,Goa
259615.0,259610.0,284357.0,380927.0,470977.0,,"Trade, repair, hotels and restaurants",6,Goa
231790.0,229719.0,251701.0,343492.0,427674.0,,Trade & repair services,6.1,Goa
27825.0,29891.0,32656.0,37434.0,43303.0,,Hotels & restaurants,6.2,Goa
155964.0,141372.0,135168.0,189656.0,186023.0,,"Transport, storage, communication & services related to broadcasting",7,Goa
12158.0,13498.0,13559.0,15649.0,18061.0,,Railways,7.1,Goa
34683.0,38841.0,42533.0,46171.0,48971.0,,Road transport,7.2,Goa
42442.0,22267.0,12790.0,17820.0,20561.0,,Water transport,7.3,Goa
9731.0,18426.0,15901.0,46359.0,15904.0,,Air transport,7.4,Goa
29654.0,18371.0,12158.0,19272.0,30779.0,,Services incidental to transport,7.5,Goa
192.0,253.0,306.0,357.0,416.0,,Storage,7.6,Goa
27105.0,29716.0,37921.0,44028.0,51330.0,,Communication & services related to broadcasting,7.7,Goa
172930.0,205807.0,219431.0,233618.0,248722.0,,Financial services,8,Goa
268681.0,311294.0,353295.0,407099.0,471567.0,,"Real estate, ownership of dwelling & professional services",9,Goa
250476.0,279612.0,319424.0,346486.0,376530.0,,Public administration,10,Goa
123955.0,141551.0,163883.0,180431.0,200606.0,,Other services,11,Goa
